event_code,origin_time_mech,latitude_mech,longitude_mech,depth_km_mech,mag_1,mag_2,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_hypo_stations,n_mech_stations,has_geometry,has_mechanism_core,time_key,origin_time_cat,latitude_cat,longitude_cat,depth_km_cat,magnitude
J2026042017045151,2026-04-20 08:04:51.510000+00:00,39.915333333333336,142.5345,34.49,3.7,,,,,,,,,,,,,,,37,,False,False,2026-04-20 08:04:52,2026-04-20 08:04:51.500000+00:00,39.914612,142.535156,34.65,3.7
J2026042017422439,2026-04-20 08:42:24.390000+00:00,39.95133333333333,143.02466666666666,16.83,3.5,,,,,,,,,,,,,,,22,,False,False,2026-04-20 08:42:24,2026-04-20 08:42:24.400000+00:00,39.951953,143.023568,16.9,3.5
J2026042018272800,2026-04-20 09:27:28+00:00,39.94133333333333,143.02266666666668,19.31,3.8,,,,,,,,,,,,,,,20,,False,False,,,,,,
J2026042019302604,2026-04-20 10:30:26.040000+00:00,39.967666666666666,142.99933333333334,20.88,3.6,,,,,,,,,,,,,,,40,,False,False,2026-04-20 10:30:26,2026-04-20 10:30:26.020000+00:00,39.967611,143.000537,21.11,3.6
J2026042021344754,2026-04-20 12:34:47.540000+00:00,39.9195,142.4983333333333,36.51,3.7,,,,,,,,,,,,,,,39,,False,False,2026-04-20 12:34:48,2026-04-20 12:34:47.530000+00:00,39.919165,142.497477,36.48,3.7
J2026042201180697,2026-04-21 16:18:06.970000+00:00,39.8385,142.61033333333333,35.15,4.0,4.2,120.0,17.0,343.0,67.0,215.0,15.0,188.0,31.0,60.0,42.0,64.0,107.0,92.0,39,137.0,True,True,2026-04-21 16:18:07,2026-04-21 16:18:06.970000+00:00,39.838888,142.610303,35.04,4.0
J2026042221062229,2026-04-22 12:06:22.290000+00:00,40.138666666666666,142.4615,38.69,4.2,4.3,120.0,27.0,319.0,62.0,214.0,8.0,191.0,19.0,66.0,37.0,72.0,98.0,92.0,40,155.0,True,True,2026-04-22 12:06:22,2026-04-22 12:06:22.290000+00:00,40.13842,142.462321,38.66,4.2
J2026042302463689,2026-04-22 17:46:36.890000+00:00,40.05233333333333,142.19833333333332,45.13,4.2,4.2,112.0,27.0,305.0,62.0,205.0,5.0,188.0,18.0,73.0,26.0,72.0,96.0,99.0,40,152.0,True,True,2026-04-22 17:46:37,2026-04-22 17:46:36.880000+00:00,40.053768,142.198128,45.24,4.2
J2026042315411456,2026-04-23 06:41:14.560000+00:00,40.09733333333333,142.43933333333334,37.93,4.0,4.0,,,,,,,,,,,,,,40,,False,False,2026-04-23 06:41:15,2026-04-23 06:41:14.550000+00:00,40.097229,142.439225,37.97,4.0
J2026042315422576,2026-04-23 06:42:25.760000+00:00,40.05566666666667,142.20066666666668,44.06,3.6,,,,,,,,,,,,,,,34,,False,False,2026-04-23 06:42:26,2026-04-23 06:42:25.750000+00:00,40.056344,142.2007,44.09,3.6
J2026042318401005,2026-04-23 09:40:10.050000+00:00,40.1395,142.43866666666668,13.74,3.9,4.0,,,,,,,,,,,,,,40,,False,False,2026-04-23 09:40:10,2026-04-23 09:40:10.060000+00:00,40.139237,142.4382,13.71,3.9
J2026042423333787,2026-04-24 14:33:37.870000+00:00,39.91316666666667,142.39866666666666,38.16,3.5,,,,,,,,,,,,,,,39,,False,False,2026-04-24 14:33:38,2026-04-24 14:33:37.880000+00:00,39.913843,142.398128,38.14,3.5
J2026042511584896,2026-04-25 02:58:48.960000+00:00,40.0295,142.39683333333332,732.0,3.5,,,,,,,,,,,,,,,40,,False,False,2026-04-25 02:58:49,2026-04-25 02:58:48.960000+00:00,40.031234,142.397201,7.58,3.5
J2026042513444635,2026-04-25 04:44:46.350000+00:00,40.0315,142.397,732.0,3.6,,,,,,,,,,,,,,,38,,False,False,2026-04-25 04:44:46,2026-04-25 04:44:46.350000+00:00,40.031095,142.39668,7.26,3.6
J2026042705235649,2026-04-26 20:23:56.490000+00:00,42.67033333333333,143.0765,82.72,6.2,6.1,120.0,77.0,12.0,4.0,281.0,12.0,115.0,42.0,-72.0,271.0,50.0,-106.0,97.0,40,270.0,True,True,2026-04-26 20:23:56,,,,,
J2026050103152693,2026-04-30 18:15:26.930000+00:00,39.92033333333333,142.38766666666666,38.29,3.9,,,,,,,,,,,,,,,40,,False,False,2026-04-30 18:15:27,2026-04-30 18:15:26.920000+00:00,39.921106,142.387288,38.37,3.9
J2026050202192495,2026-05-01 17:19:24.950000+00:00,42.89866666666666,145.529,37.96,4.7,4.7,,,,,,,,,,,,,,39,,False,False,2026-05-01 17:19:25,,,,,
J2026050221235512,2026-05-02 12:23:55.120000+00:00,39.915333333333336,142.386,38.63,3.6,,,,,,,,,,,,,,,35,,False,False,2026-05-02 12:23:55,,,,,
J2026050405142434,2026-05-03 20:14:24.340000+00:00,41.339333333333336,140.61283333333333,14.18,3.2,,,,,,,,,,,,,,,40,,False,False,2026-05-03 20:14:24,,,,,
J2026050413513257,2026-05-04 04:51:32.570000+00:00,39.91816666666666,142.39266666666666,37.87,3.5,,,,,,,,,,,,,,,40,,False,False,2026-05-04 04:51:33,,,,,
J2026050416370957,2026-05-04 07:37:09.570000+00:00,42.8165,142.76016666666666,87.33,3.8,3.9,,,,,,,,,,,,,,39,,False,False,2026-05-04 07:37:10,,,,,
J2026050911425410,2026-05-09 02:42:54.100000+00:00,38.69833333333333,141.35983333333334,77.29,3.3,,285.0,27.0,73.0,59.0,188.0,14.0,46.0,22.0,130.0,183.0,73.0,75.0,97.0,40,114.0,True,True,2026-05-09 02:42:54,,,,,
J2026050918194918,2026-05-09 09:19:49.180000+00:00,39.267,142.138,51.71,4.0,3.9,,,,,,,,,,,,,,39,,False,False,2026-05-09 09:19:49,,,,,
J2026050921061711,2026-05-09 12:06:17.110000+00:00,40.11983333333333,141.684,73.33,3.2,,,,,,,,,,,,,,,40,,False,False,2026-05-09 12:06:17,,,,,
J2026051100251917,2026-05-10 15:25:19.170000+00:00,38.641333333333336,141.9055,47.4,3.5,,109.0,22.0,312.0,66.0,202.0,8.0,183.0,24.0,69.0,26.0,68.0,99.0,100.0,40,111.0,True,True,2026-05-10 15:25:19,,,,,
J2026051111274258,2026-05-11 02:27:42.580000+00:00,41.03333333333333,142.51216666666667,46.38,3.9,4.0,,,,,,,,,,,,,,39,,False,False,2026-05-11 02:27:43,,,,,
J2026051207361653,2026-05-11 22:36:16.530000+00:00,38.53916666666667,141.73666666666668,52.7,3.6,,94.0,18.0,287.0,72.0,185.0,4.0,178.0,27.0,82.0,7.0,63.0,94.0,98.0,40,134.0,True,True,2026-05-11 22:36:17,,,,,
J2026051303025967,2026-05-12 18:02:59.670000+00:00,38.8895,141.97216666666668,48.94,3.5,,110.0,25.0,302.0,65.0,202.0,5.0,190.0,21.0,77.0,24.0,70.0,95.0,100.0,40,123.0,True,True,2026-05-12 18:03:00,,,,,
J2026051317165831,2026-05-13 08:16:58.310000+00:00,38.69266666666667,141.976,57.26,3.3,,330.0,37.0,103.0,42.0,219.0,26.0,122.0,26.0,174.0,217.0,87.0,64.0,96.0,40,113.0,True,True,2026-05-13 08:16:58,,,,,
J2026051402324191,2026-05-13 17:32:41.910000+00:00,40.57666666666667,140.348,791.0,3.7,,253.0,6.0,44.0,83.0,163.0,3.0,347.0,39.0,95.0,160.0,51.0,86.0,93.0,20,101.0,True,True,2026-05-13 17:32:42,,,,,
J2026051403024044,2026-05-13 18:02:40.440000+00:00,38.4055,141.92516666666666,56.97,3.8,,203.0,13.0,19.0,77.0,113.0,1.0,294.0,32.0,92.0,112.0,58.0,89.0,95.0,40,178.0,True,True,2026-05-13 18:02:40,,,,,
J2026051404595977,2026-05-13 19:59:59.770000+00:00,39.836333333333336,141.4275,12.1,3.5,,75.0,11.0,323.0,63.0,170.0,24.0,138.0,40.0,50.0,5.0,60.0,118.0,88.0,20,90.0,True,True,2026-05-13 20:00:00,,,,,
J2026051405013613,2026-05-13 20:01:36.130000+00:00,39.83766666666666,141.426,11.99,4.8,4.5,77.0,17.0,313.0,61.0,174.0,23.0,137.0,34.0,47.0,5.0,66.0,115.0,94.0,20,144.0,True,True,2026-05-13 20:01:36,,,,,
J2026051512095650,2026-05-15 03:09:56.500000+00:00,40.5795,140.34716666666668,797.0,3.4,,254.0,17.0,69.0,73.0,164.0,1.0,346.0,28.0,93.0,163.0,62.0,88.0,96.0,20,82.0,True,True,2026-05-15 03:09:56,,,,,
J2026051520220201,2026-05-15 11:22:02.010000+00:00,38.90416666666667,142.09733333333332,45.94,6.4,6.6,106.0,21.0,302.0,68.0,198.0,6.0,186.0,24.0,76.0,21.0,66.0,96.0,97.0,40,277.0,True,True,2026-05-15 11:22:02,,,,,
J2026051711421263,2026-05-17 02:42:12.630000+00:00,38.774166666666666,142.26383333333334,42.22,4.2,4.4,90.0,23.0,257.0,66.0,358.0,5.0,190.0,22.0,103.0,356.0,68.0,85.0,98.0,40,94.0,True,True,2026-05-17 02:42:13,,,,,
J2026051718015380,2026-05-17 09:01:53.800000+00:00,39.089,142.207,39.7,3.7,,110.0,24.0,297.0,66.0,201.0,3.0,194.0,21.0,83.0,22.0,69.0,93.0,97.0,39,115.0,True,True,2026-05-17 09:01:54,,,,,
J2026051919233521,2026-05-19 10:23:35.210000+00:00,40.83283333333333,142.52033333333333,75.83,4.1,4.1,110.0,33.0,331.0,49.0,215.0,21.0,149.0,23.0,22.0,38.0,81.0,111.0,95.0,36,234.0,True,True,2026-05-19 10:23:35,,,,,
