mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,time_bin_start_days,time_bin_end_days,count,rate_per_day,pre_post
M3,50.0,60.0,mainshock_window,1.5,-47.0,-46.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-46.0,-45.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,1.5,-45.0,-44.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-44.0,-43.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-43.0,-42.0,22,22.0,pre
M3,50.0,60.0,mainshock_window,1.5,-42.0,-41.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,1.5,-41.0,-40.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-40.0,-39.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-39.0,-38.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,1.5,-38.0,-37.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,1.5,-37.0,-36.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-36.0,-35.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-34.0,-33.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-33.0,-32.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-32.0,-31.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,1.5,-31.0,-30.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-29.0,-28.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-28.0,-27.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-26.0,-25.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-25.0,-24.0,124,124.0,pre
M3,50.0,60.0,mainshock_window,1.5,-24.0,-23.0,31,31.0,pre
M3,50.0,60.0,mainshock_window,1.5,-23.0,-22.0,22,22.0,pre
M3,50.0,60.0,mainshock_window,1.5,-22.0,-21.0,20,20.0,pre
M3,50.0,60.0,mainshock_window,1.5,-21.0,-20.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,1.5,-20.0,-19.0,10,10.0,pre
M3,50.0,60.0,mainshock_window,1.5,-19.0,-18.0,13,13.0,pre
M3,50.0,60.0,mainshock_window,1.5,-18.0,-17.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,1.5,-17.0,-16.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,1.5,-16.0,-15.0,9,9.0,pre
M3,50.0,60.0,mainshock_window,1.5,-15.0,-14.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-14.0,-13.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,1.5,-13.0,-12.0,10,10.0,pre
M3,50.0,60.0,mainshock_window,1.5,-12.0,-11.0,11,11.0,pre
M3,50.0,60.0,mainshock_window,1.5,-11.0,-10.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,1.5,-9.0,-8.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-8.0,-7.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-7.0,-6.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-6.0,-5.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,-5.0,-4.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,1.5,-4.0,-3.0,9,9.0,pre
M3,50.0,60.0,mainshock_window,1.5,-3.0,-2.0,12,12.0,pre
M3,50.0,60.0,mainshock_window,1.5,-2.0,-1.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,1.5,-1.0,0.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,1.5,0.0,1.0,647,647.0,post
M3,50.0,60.0,mainshock_window,1.5,1.0,2.0,316,316.0,post
M3,50.0,60.0,mainshock_window,1.5,2.0,3.0,216,216.0,post
M3,50.0,60.0,mainshock_window,1.5,3.0,4.0,152,152.0,post
M3,50.0,60.0,mainshock_window,1.5,4.0,5.0,96,96.0,post
M3,50.0,60.0,mainshock_window,1.5,5.0,6.0,101,101.0,post
M3,50.0,60.0,mainshock_window,1.5,6.0,7.0,79,79.0,post
M3,50.0,60.0,mainshock_window,1.5,7.0,8.0,80,80.0,post
M3,50.0,60.0,mainshock_window,1.5,8.0,9.0,100,100.0,post
M3,50.0,60.0,mainshock_window,1.5,9.0,10.0,62,62.0,post
M3,50.0,60.0,mainshock_window,1.5,10.0,11.0,48,48.0,post
M3,50.0,60.0,mainshock_window,1.5,11.0,12.0,18,18.0,post
M3,50.0,60.0,mainshock_window,2.0,-60.0,-59.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-58.0,-57.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-55.0,-54.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-53.0,-52.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-49.0,-48.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-48.0,-47.0,12,12.0,pre
M3,50.0,60.0,mainshock_window,2.0,-47.0,-46.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-46.0,-45.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,2.0,-45.0,-44.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-44.0,-43.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-43.0,-42.0,12,12.0,pre
M3,50.0,60.0,mainshock_window,2.0,-42.0,-41.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-41.0,-40.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-40.0,-39.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-39.0,-38.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-38.0,-37.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-36.0,-35.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-34.0,-33.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-32.0,-31.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-31.0,-30.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-28.0,-27.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-26.0,-25.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-25.0,-24.0,76,76.0,pre
M3,50.0,60.0,mainshock_window,2.0,-24.0,-23.0,13,13.0,pre
M3,50.0,60.0,mainshock_window,2.0,-23.0,-22.0,9,9.0,pre
M3,50.0,60.0,mainshock_window,2.0,-22.0,-21.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,2.0,-20.0,-19.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,2.0,-19.0,-18.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,2.0,-18.0,-17.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-16.0,-15.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-15.0,-14.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.0,-14.0,-13.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-13.0,-12.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-12.0,-11.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-11.0,-10.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.0,-9.0,-8.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-6.0,-5.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.0,-4.0,-3.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,2.0,-3.0,-2.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,2.0,0.0,1.0,446,446.0,post
M3,50.0,60.0,mainshock_window,2.0,1.0,2.0,136,136.0,post
M3,50.0,60.0,mainshock_window,2.0,2.0,3.0,96,96.0,post
M3,50.0,60.0,mainshock_window,2.0,3.0,4.0,72,72.0,post
M3,50.0,60.0,mainshock_window,2.0,4.0,5.0,31,31.0,post
M3,50.0,60.0,mainshock_window,2.0,5.0,6.0,40,40.0,post
M3,50.0,60.0,mainshock_window,2.0,6.0,7.0,30,30.0,post
M3,50.0,60.0,mainshock_window,2.0,7.0,8.0,27,27.0,post
M3,50.0,60.0,mainshock_window,2.0,8.0,9.0,49,49.0,post
M3,50.0,60.0,mainshock_window,2.0,9.0,10.0,24,24.0,post
M3,50.0,60.0,mainshock_window,2.0,10.0,11.0,17,17.0,post
M3,50.0,60.0,mainshock_window,2.0,11.0,12.0,5,5.0,post
M3,50.0,60.0,mainshock_window,2.5,-60.0,-59.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-53.0,-52.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-49.0,-48.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-48.0,-47.0,8,8.0,pre
M3,50.0,60.0,mainshock_window,2.5,-46.0,-45.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-45.0,-44.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-43.0,-42.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,2.5,-39.0,-38.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-36.0,-35.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-32.0,-31.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-31.0,-30.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-28.0,-27.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-26.0,-25.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-25.0,-24.0,49,49.0,pre
M3,50.0,60.0,mainshock_window,2.5,-24.0,-23.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,2.5,-23.0,-22.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-22.0,-21.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-20.0,-19.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.5,-19.0,-18.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-18.0,-17.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-15.0,-14.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-13.0,-12.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-12.0,-11.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,2.5,-11.0,-10.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,-6.0,-5.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-4.0,-3.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,2.5,-3.0,-2.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,2.5,0.0,1.0,257,257.0,post
M3,50.0,60.0,mainshock_window,2.5,1.0,2.0,53,53.0,post
M3,50.0,60.0,mainshock_window,2.5,2.0,3.0,40,40.0,post
M3,50.0,60.0,mainshock_window,2.5,3.0,4.0,27,27.0,post
M3,50.0,60.0,mainshock_window,2.5,4.0,5.0,7,7.0,post
M3,50.0,60.0,mainshock_window,2.5,5.0,6.0,18,18.0,post
M3,50.0,60.0,mainshock_window,2.5,6.0,7.0,9,9.0,post
M3,50.0,60.0,mainshock_window,2.5,7.0,8.0,13,13.0,post
M3,50.0,60.0,mainshock_window,2.5,8.0,9.0,27,27.0,post
M3,50.0,60.0,mainshock_window,2.5,9.0,10.0,14,14.0,post
M3,50.0,60.0,mainshock_window,2.5,10.0,11.0,9,9.0,post
M3,50.0,60.0,mainshock_window,,-60.0,-59.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-59.0,-58.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-58.0,-57.0,8,8.0,pre
M3,50.0,60.0,mainshock_window,,-56.0,-55.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,,-55.0,-54.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-54.0,-53.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-53.0,-52.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-51.0,-50.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-49.0,-48.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-48.0,-47.0,22,22.0,pre
M3,50.0,60.0,mainshock_window,,-47.0,-46.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-46.0,-45.0,8,8.0,pre
M3,50.0,60.0,mainshock_window,,-45.0,-44.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-44.0,-43.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-43.0,-42.0,31,31.0,pre
M3,50.0,60.0,mainshock_window,,-42.0,-41.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,,-41.0,-40.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-40.0,-39.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-39.0,-38.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,,-38.0,-37.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-37.0,-36.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-36.0,-35.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,,-35.0,-34.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-34.0,-33.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-33.0,-32.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,,-32.0,-31.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,,-31.0,-30.0,3,3.0,pre
M3,50.0,60.0,mainshock_window,,-30.0,-29.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,,-29.0,-28.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-28.0,-27.0,2,2.0,pre
M3,50.0,60.0,mainshock_window,,-27.0,-26.0,1,1.0,pre
M3,50.0,60.0,mainshock_window,,-26.0,-25.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,,-25.0,-24.0,168,168.0,pre
M3,50.0,60.0,mainshock_window,,-24.0,-23.0,54,54.0,pre
M3,50.0,60.0,mainshock_window,,-23.0,-22.0,44,44.0,pre
M3,50.0,60.0,mainshock_window,,-22.0,-21.0,42,42.0,pre
M3,50.0,60.0,mainshock_window,,-21.0,-20.0,14,14.0,pre
M3,50.0,60.0,mainshock_window,,-20.0,-19.0,18,18.0,pre
M3,50.0,60.0,mainshock_window,,-19.0,-18.0,20,20.0,pre
M3,50.0,60.0,mainshock_window,,-18.0,-17.0,9,9.0,pre
M3,50.0,60.0,mainshock_window,,-17.0,-16.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,,-16.0,-15.0,16,16.0,pre
M3,50.0,60.0,mainshock_window,,-15.0,-14.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,,-14.0,-13.0,10,10.0,pre
M3,50.0,60.0,mainshock_window,,-13.0,-12.0,15,15.0,pre
M3,50.0,60.0,mainshock_window,,-12.0,-11.0,19,19.0,pre
M3,50.0,60.0,mainshock_window,,-11.0,-10.0,11,11.0,pre
M3,50.0,60.0,mainshock_window,,-10.0,-9.0,4,4.0,pre
M3,50.0,60.0,mainshock_window,,-9.0,-8.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-8.0,-7.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-7.0,-6.0,7,7.0,pre
M3,50.0,60.0,mainshock_window,,-6.0,-5.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-5.0,-4.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-4.0,-3.0,20,20.0,pre
M3,50.0,60.0,mainshock_window,,-3.0,-2.0,22,22.0,pre
M3,50.0,60.0,mainshock_window,,-2.0,-1.0,6,6.0,pre
M3,50.0,60.0,mainshock_window,,-1.0,0.0,5,5.0,pre
M3,50.0,60.0,mainshock_window,,0.0,1.0,730,730.0,post
M3,50.0,60.0,mainshock_window,,1.0,2.0,458,458.0,post
M3,50.0,60.0,mainshock_window,,2.0,3.0,332,332.0,post
M3,50.0,60.0,mainshock_window,,3.0,4.0,261,261.0,post
M3,50.0,60.0,mainshock_window,,4.0,5.0,166,166.0,post
M3,50.0,60.0,mainshock_window,,5.0,6.0,181,181.0,post
M3,50.0,60.0,mainshock_window,,6.0,7.0,135,135.0,post
M3,50.0,60.0,mainshock_window,,7.0,8.0,132,132.0,post
M3,50.0,60.0,mainshock_window,,8.0,9.0,145,145.0,post
M3,50.0,60.0,mainshock_window,,9.0,10.0,125,125.0,post
M3,50.0,60.0,mainshock_window,,10.0,11.0,88,88.0,post
M3,50.0,60.0,mainshock_window,,11.0,12.0,25,25.0,post
M3,50.0,60.0,stratified,1.2,-60.0,-59.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-59.0,-58.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-58.0,-57.0,8,8.0,pre
M3,50.0,60.0,stratified,1.2,-56.0,-55.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-55.0,-54.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-53.0,-52.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-51.0,-50.0,1,1.0,pre
M3,50.0,60.0,stratified,1.2,-49.0,-48.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-48.0,-47.0,22,22.0,pre
M3,50.0,60.0,stratified,1.2,-47.0,-46.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-46.0,-45.0,6,6.0,pre
M3,50.0,60.0,stratified,1.2,-45.0,-44.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-44.0,-43.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-43.0,-42.0,30,30.0,pre
M3,50.0,60.0,stratified,1.2,-42.0,-41.0,7,7.0,pre
M3,50.0,60.0,stratified,1.2,-41.0,-40.0,5,5.0,pre
M3,50.0,60.0,stratified,1.2,-40.0,-39.0,6,6.0,pre
M3,50.0,60.0,stratified,1.2,-39.0,-38.0,7,7.0,pre
M3,50.0,60.0,stratified,1.2,-38.0,-37.0,5,5.0,pre
M3,50.0,60.0,stratified,1.2,-37.0,-36.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-36.0,-35.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-35.0,-34.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-34.0,-33.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-33.0,-32.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-32.0,-31.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-31.0,-30.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-29.0,-28.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-28.0,-27.0,2,2.0,pre
M3,50.0,60.0,stratified,1.2,-27.0,-26.0,1,1.0,pre
M3,50.0,60.0,stratified,1.2,-26.0,-25.0,5,5.0,pre
M3,50.0,60.0,stratified,1.2,-25.0,-24.0,152,152.0,pre
M3,50.0,60.0,stratified,1.2,-24.0,-23.0,43,43.0,pre
M3,50.0,60.0,stratified,1.2,-23.0,-22.0,36,36.0,pre
M3,50.0,60.0,stratified,1.2,-22.0,-21.0,33,33.0,pre
M3,50.0,60.0,stratified,1.2,-21.0,-20.0,12,12.0,pre
M3,50.0,60.0,stratified,1.2,-20.0,-19.0,16,16.0,pre
M3,50.0,60.0,stratified,1.2,-19.0,-18.0,19,19.0,pre
M3,50.0,60.0,stratified,1.2,-18.0,-17.0,9,9.0,pre
M3,50.0,60.0,stratified,1.2,-17.0,-16.0,6,6.0,pre
M3,50.0,60.0,stratified,1.2,-16.0,-15.0,13,13.0,pre
M3,50.0,60.0,stratified,1.2,-15.0,-14.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-14.0,-13.0,7,7.0,pre
M3,50.0,60.0,stratified,1.2,-13.0,-12.0,13,13.0,pre
M3,50.0,60.0,stratified,1.2,-12.0,-11.0,17,17.0,pre
M3,50.0,60.0,stratified,1.2,-11.0,-10.0,10,10.0,pre
M3,50.0,60.0,stratified,1.2,-10.0,-9.0,3,3.0,pre
M3,50.0,60.0,stratified,1.2,-9.0,-8.0,6,6.0,pre
M3,50.0,60.0,stratified,1.2,-8.0,-7.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-7.0,-6.0,5,5.0,pre
M3,50.0,60.0,stratified,1.2,-6.0,-5.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-5.0,-4.0,6,6.0,pre
M3,50.0,60.0,stratified,1.2,-4.0,-3.0,12,12.0,pre
M3,50.0,60.0,stratified,1.2,-3.0,-2.0,14,14.0,pre
M3,50.0,60.0,stratified,1.2,-2.0,-1.0,4,4.0,pre
M3,50.0,60.0,stratified,1.2,-1.0,0.0,5,5.0,pre
M3,50.0,60.0,stratified,1.2,0.0,1.0,681,681.0,post
M3,50.0,60.0,stratified,1.2,1.0,2.0,414,414.0,post
M3,50.0,60.0,stratified,1.2,2.0,3.0,293,293.0,post
M3,50.0,60.0,stratified,1.2,3.0,4.0,209,209.0,post
M3,50.0,60.0,stratified,1.2,4.0,5.0,135,135.0,post
M3,50.0,60.0,stratified,1.2,5.0,6.0,139,139.0,post
M3,50.0,60.0,stratified,1.2,6.0,7.0,103,103.0,post
M3,50.0,60.0,stratified,1.2,7.0,8.0,108,108.0,post
M3,50.0,60.0,stratified,1.2,8.0,9.0,122,122.0,post
M3,50.0,60.0,stratified,1.2,9.0,10.0,94,94.0,post
M3,50.0,60.0,stratified,1.2,10.0,11.0,71,71.0,post
M3,50.0,60.0,stratified,1.2,11.0,12.0,22,22.0,post
M3,50.0,60.0,stratified,1.5,-60.0,-59.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-59.0,-58.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-58.0,-57.0,5,5.0,pre
M3,50.0,60.0,stratified,1.5,-56.0,-55.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-55.0,-54.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-53.0,-52.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-51.0,-50.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-49.0,-48.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-48.0,-47.0,18,18.0,pre
M3,50.0,60.0,stratified,1.5,-47.0,-46.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-46.0,-45.0,6,6.0,pre
M3,50.0,60.0,stratified,1.5,-45.0,-44.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-44.0,-43.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-43.0,-42.0,22,22.0,pre
M3,50.0,60.0,stratified,1.5,-42.0,-41.0,4,4.0,pre
M3,50.0,60.0,stratified,1.5,-41.0,-40.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-40.0,-39.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-39.0,-38.0,6,6.0,pre
M3,50.0,60.0,stratified,1.5,-38.0,-37.0,4,4.0,pre
M3,50.0,60.0,stratified,1.5,-37.0,-36.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-36.0,-35.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-33.0,-32.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-32.0,-31.0,4,4.0,pre
M3,50.0,60.0,stratified,1.5,-31.0,-30.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-29.0,-28.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-28.0,-27.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-26.0,-25.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-25.0,-24.0,124,124.0,pre
M3,50.0,60.0,stratified,1.5,-24.0,-23.0,31,31.0,pre
M3,50.0,60.0,stratified,1.5,-23.0,-22.0,21,21.0,pre
M3,50.0,60.0,stratified,1.5,-22.0,-21.0,20,20.0,pre
M3,50.0,60.0,stratified,1.5,-21.0,-20.0,6,6.0,pre
M3,50.0,60.0,stratified,1.5,-20.0,-19.0,10,10.0,pre
M3,50.0,60.0,stratified,1.5,-19.0,-18.0,13,13.0,pre
M3,50.0,60.0,stratified,1.5,-18.0,-17.0,6,6.0,pre
M3,50.0,60.0,stratified,1.5,-17.0,-16.0,4,4.0,pre
M3,50.0,60.0,stratified,1.5,-16.0,-15.0,9,9.0,pre
M3,50.0,60.0,stratified,1.5,-15.0,-14.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-14.0,-13.0,4,4.0,pre
M3,50.0,60.0,stratified,1.5,-13.0,-12.0,10,10.0,pre
M3,50.0,60.0,stratified,1.5,-12.0,-11.0,11,11.0,pre
M3,50.0,60.0,stratified,1.5,-11.0,-10.0,5,5.0,pre
M3,50.0,60.0,stratified,1.5,-9.0,-8.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-8.0,-7.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-7.0,-6.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-6.0,-5.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,-5.0,-4.0,1,1.0,pre
M3,50.0,60.0,stratified,1.5,-4.0,-3.0,7,7.0,pre
M3,50.0,60.0,stratified,1.5,-3.0,-2.0,10,10.0,pre
M3,50.0,60.0,stratified,1.5,-2.0,-1.0,3,3.0,pre
M3,50.0,60.0,stratified,1.5,-1.0,0.0,2,2.0,pre
M3,50.0,60.0,stratified,1.5,0.0,1.0,616,616.0,post
M3,50.0,60.0,stratified,1.5,1.0,2.0,308,308.0,post
M3,50.0,60.0,stratified,1.5,2.0,3.0,209,209.0,post
M3,50.0,60.0,stratified,1.5,3.0,4.0,146,146.0,post
M3,50.0,60.0,stratified,1.5,4.0,5.0,94,94.0,post
M3,50.0,60.0,stratified,1.5,5.0,6.0,95,95.0,post
M3,50.0,60.0,stratified,1.5,6.0,7.0,71,71.0,post
M3,50.0,60.0,stratified,1.5,7.0,8.0,77,77.0,post
M3,50.0,60.0,stratified,1.5,8.0,9.0,96,96.0,post
M3,50.0,60.0,stratified,1.5,9.0,10.0,60,60.0,post
M3,50.0,60.0,stratified,1.5,10.0,11.0,48,48.0,post
M3,50.0,60.0,stratified,1.5,11.0,12.0,18,18.0,post
M3,50.0,60.0,stratified,2.0,-60.0,-59.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-58.0,-57.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-55.0,-54.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-53.0,-52.0,2,2.0,pre
M3,50.0,60.0,stratified,2.0,-49.0,-48.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-48.0,-47.0,12,12.0,pre
M3,50.0,60.0,stratified,2.0,-47.0,-46.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-46.0,-45.0,3,3.0,pre
M3,50.0,60.0,stratified,2.0,-45.0,-44.0,2,2.0,pre
M3,50.0,60.0,stratified,2.0,-44.0,-43.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-43.0,-42.0,12,12.0,pre
M3,50.0,60.0,stratified,2.0,-42.0,-41.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-41.0,-40.0,2,2.0,pre
M3,50.0,60.0,stratified,2.0,-40.0,-39.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-39.0,-38.0,2,2.0,pre
M3,50.0,60.0,stratified,2.0,-38.0,-37.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-36.0,-35.0,1,1.0,pre
M3,50.0,60.0,stratified,2.0,-32.0,-31.0,3,3.0,pre
